SeqName	SeqDesc	GOTerms	Enzymes	KeggMaps
dp_gene237	charged multivesicular body 1b	intracellular;vacuolar transport		
dp_gene238	ribonuclease P subunit p29-like	ribonuclease MRP complex;nucleolar ribonuclease P complex;RNA binding;ribonuclease P activity;tRNA 5'-leader removal;rRNA processing;mRNA cleavage;RNA phosphodiester bond hydrolysis, endonucleolytic		
dp_gene239	PRELI domain-containing 2	mitochondrial intermembrane space;phosphatidic acid transporter activity;phospholipid transport		
dp_gene240	---NA---			
dp_gene241	hypothetical protein DAPPUDRAFT_325982	cytoplasm;glutathione transferase activity;glutathione metabolic process		
dp_gene242	---NA---			
dp_gene243	Flocculation FLO11			
dp_gene244	hypothetical protein DAPPUDRAFT_104002			
dp_gene245	DNA replication licensing factor mcm5	nucleus;MCM complex;DNA helicase activity;chromatin binding;DNA replication origin binding;ATP binding;DNA replication initiation;DNA duplex unwinding		
dp_gene246	26S proteasome non-ATPase regulatory subunit 8	nucleus;cytosol;proteasome regulatory particle, lid subcomplex;proteasome-mediated ubiquitin-dependent protein catabolic process;proteasome assembly		
dp_gene247	26S Protease regulatory subunit 10B	proteasome regulatory particle, base subcomplex;nuclear proteasome complex;cytosolic proteasome complex;ATP binding;peptidase activity;TBP-class protein binding;proteasome-activating ATPase activity;ER-associated ubiquitin-dependent protein catabolic process;positive regulation of RNA polymerase II transcriptional preinitiation complex assembly;positive regulation of proteasomal protein catabolic process		
dp_gene248	CD63 antigen	integral component of plasma membrane;vesicle;intracellular organelle;cytoplasmic part;cell surface receptor signaling pathway		
dp_gene249	hypothetical protein			
dp_gene250	pleckstrin homology-like domain family A member 3	phosphatidylinositol phosphate binding		
dp_gene251	apolipo D-like			
dp_gene252	hypothetical protein DAPPUDRAFT_110517			
dp_gene253	Neutral endopeptidase	integral component of membrane;metalloendopeptidase activity;proteolysis		
dp_gene254	hypothetical protein DAPPUDRAFT_227378	integral component of membrane		
dp_gene255	Double-strand break repair MRE11	Mre11 complex;endonuclease activity;3'-5' exonuclease activity;manganese ion binding;double-strand break repair;intra-S DNA damage checkpoint;chromosome organization;meiotic cell cycle;nucleic acid phosphodiester bond hydrolysis		
dp_gene256	Transmembrane 183	integral component of membrane		
dp_gene257	decapping and exoribonuclease			
dp_gene258	ecdysteroid-regulated 16 kda			
dp_gene259	beta-1,4-galactosyltransferase 2			
dp_gene260	multidrug resistance-associated 5 isoform X1	integral component of membrane;ATP binding;ATPase activity, coupled to transmembrane movement of substances;transmembrane transport		
dp_gene261	multidrug resistance-associated 5 isoform X1	integral component of membrane;ATP binding;ATPase activity, coupled to transmembrane movement of substances;transmembrane transport		
dp_gene262	ras-like GTP-binding isoform X4	intracellular;GTP binding;small GTPase mediated signal transduction		
dp_gene263	Vitellogenin-1 precursor	lipid transporter activity;lipid transport		
dp_gene264	hypothetical protein DAPPUDRAFT_262680	lipid transporter activity;lipid transport		
dp_gene265	hypothetical protein DAPPUDRAFT_313554			
dp_gene266	hypothetical protein DAPPUDRAFT_326012			
dp_gene267	N-acetyltransferase NAT1	N-acetyltransferase activity		
dp_gene268	N-acetyltransferase NAT1	N-acetyltransferase activity		
dp_gene269	hypothetical protein DAPPUDRAFT_308109	extracellular space;structural constituent of cuticle		
dp_gene270	N-acetyltransferase NAT1	N-acetyltransferase activity		
dp_gene271	Female sterile M3			
dp_gene272	FAST kinase domain-containing 2			
dp_gene273	bone morphogenetic 10	extracellular region;growth factor activity;transmembrane receptor protein serine/threonine kinase signaling pathway;heart development;regulation of cellular metabolic process;growth;positive regulation of cellular process;regulation of response to stimulus;regulation of multicellular organismal process;regulation of macromolecule metabolic process;regulation of primary metabolic process		
dp_gene274	stromal cell-derived factor 2	dolichyl-phosphate-mannose-protein mannosyltransferase complex;dolichyl-phosphate-mannose-protein mannosyltransferase activity;cell wall mannoprotein biosynthetic process;multicellular organism development;protein O-linked mannosylation;chain elongation of O-linked mannose residue;regulation of endoplasmic reticulum unfolded protein response		
dp_gene275	cAMP-responsive element-binding -like 2	transcription factor activity, sequence-specific DNA binding;sequence-specific DNA binding;regulation of transcription, DNA-templated		
dp_gene276	solute carrier family 25 member 51-like	integral component of membrane;structural constituent of ribosome;translation;transport		
dp_gene277	Transcription initiation factor IIB	translation initiation factor activity;zinc ion binding;TBP-class protein binding;DNA-templated transcription, initiation;regulation of transcription, DNA-templated;translational initiation		
dp_gene278	Low-density lipo receptor-related	integral component of membrane;calcium ion binding;oxidoreductase activity, acting on the CH-CH group of donors;oxidation-reduction process		
dp_gene279	CCA tRNA nucleotidyltransferase mitochondrial	RNA binding;nucleotidyltransferase activity;RNA processing		
dp_gene280	Jonah 74E	serine-type endopeptidase activity;proteolysis		
dp_gene281	Actin-related 10			
dp_gene282	probable methyltransferase TARBP1	RNA binding;RNA methyltransferase activity;RNA methylation;RNA processing		
dp_gene283	probable methyltransferase TARBP1	RNA binding;RNA methyltransferase activity;RNA methylation;RNA processing		
dp_gene284	MAM and LDL-receptor class A domain-containing 1			
dp_gene285	hypothetical protein DAPPUDRAFT_325989			
dp_gene286	Transducin beta 3	small-subunit processome;Pwp2p-containing subcomplex of 90S preribosome;snoRNA binding;maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)		
dp_gene287	mitochondrial uncoupling 4	integral component of membrane;structural constituent of ribosome;translation;transport		
dp_gene288	Transducin beta 3	small-subunit processome;Pwp2p-containing subcomplex of 90S preribosome;snoRNA binding;maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)		
dp_gene289	mitochondrial uncoupling 4	integral component of membrane;structural constituent of ribosome;translation;transport		
dp_gene290	hypothetical protein DAPPUDRAFT_304673			
dp_gene291	hypothetical protein DAPPUDRAFT_313395			
dp_gene292	hypothetical protein DAPPUDRAFT_317978	cytoplasm;plasma membrane;epoxide hydrolase activity;zinc ion binding;peptide binding;metalloaminopeptidase activity;proteolysis;peptide catabolic process;cellular lipid metabolic process		
dp_gene293	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1	intracellular;phosphatidylinositol phospholipase C activity;signal transducer activity;guanyl-nucleotide exchange factor activity;small GTPase mediated signal transduction;lipid catabolic process;positive regulation of GTPase activity		
dp_gene294	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1	lipid transporter activity;hydrolase activity;lipid transport;signal transduction		
dp_gene295	hypothetical protein	integral component of membrane		
dp_gene296	vesicle-associated membrane 4 isoform X2	integral component of membrane;SNARE complex;SNARE binding;SNAP receptor activity;exocytosis;vesicle fusion		
dp_gene297	hypothetical protein DAPPUDRAFT_325982			
dp_gene298	---NA---			
dp_gene299	---NA---			
dp_gene300	Apoptosis-inducing factor mitochondrial	integral component of membrane;binding;oxidoreductase activity;oxidation-reduction process		
dp_gene301	---NA---			
dp_gene302	hypothetical protein DAPPUDRAFT_110469			
dp_gene303	Serine threonine- kinase SRPK	protein serine/threonine kinase activity;ATP binding;protein phosphorylation		
dp_gene304	Integral membrane efflux efpa	lysosomal membrane;integral component of membrane;vesicle;sphingolipid transporter activity;sphingosine-1-phosphate signaling pathway;lipid transport;locomotion;transmembrane transport		
dp_gene305	Integral membrane efflux efpa	lysosomal membrane;integral component of membrane;vesicle;sphingolipid transporter activity;sphingosine-1-phosphate signaling pathway;lipid transport;locomotion;transmembrane transport		
dp_gene306	spinster isoform X2	lysosomal membrane;integral component of membrane;vesicle;sphingolipid transporter activity;sphingosine-1-phosphate signaling pathway;lipid transport;locomotion;transmembrane transport		
dp_gene307	Spinster type iv	lysosomal membrane;integral component of membrane;vesicle;sphingolipid transporter activity;sphingosine-1-phosphate signaling pathway;lipid transport;locomotion;transmembrane transport		
dp_gene308	---NA---			
dp_gene309	RUN domain-containing 1	intracellular;endomembrane system;GTPase activator activity;Rab GTPase binding;intracellular protein transport;regulation of vesicle fusion;activation of GTPase activity		
dp_gene310	secreted frizzled-related 3	extracellular region;Wnt-activated receptor activity;multicellular organism development;canonical Wnt signaling pathway		
dp_gene311	V-type proton ATPase 21 kDa proteolipid subunit-like	vacuolar proton-transporting V-type ATPase, V0 domain;integral component of membrane;proton-transporting ATPase activity, rotational mechanism;vacuolar acidification;ATP hydrolysis coupled proton transport		
dp_gene312	Regulator of G- signaling	cytoplasm;plasma membrane;GTPase activator activity;positive regulation of GTPase activity		
dp_gene313	Regulator of G- signaling	cytoplasm;plasma membrane;GTPase activator activity;positive regulation of GTPase activity		
dp_gene314	Regulator of G- signaling	cytoplasm;plasma membrane;GTPase activator activity;positive regulation of GTPase activity		
dp_gene315	O-mannosyl-transferase	integral component of membrane;dolichyl-phosphate-mannose-protein mannosyltransferase complex;dolichyl-phosphate-mannose-protein mannosyltransferase activity;cell wall mannoprotein biosynthetic process;multicellular organism development;protein O-linked mannosylation;chain elongation of O-linked mannose residue;regulation of endoplasmic reticulum unfolded protein response		
dp_gene316	O-mannosyl-transferase	integral component of membrane;dolichyl-phosphate-mannose-protein mannosyltransferase complex;dolichyl-phosphate-mannose-protein mannosyltransferase activity;cell wall mannoprotein biosynthetic process;multicellular organism development;protein O-linked mannosylation;chain elongation of O-linked mannose residue;regulation of endoplasmic reticulum unfolded protein response		
dp_gene317	hypothetical protein DAPPUDRAFT_239025			
dp_gene318	hypothetical protein DAPPUDRAFT_306223			
dp_gene319	hypothetical protein DAPPUDRAFT_114655	oxidoreductase activity;oxidation-reduction process		
dp_gene320	Inositol 1,4,5-trisphosphate receptor type	endoplasmic reticulum;integral component of membrane;inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity;ATP binding;unfolded protein binding;protein folding;response to stress;inositol phosphate-mediated signaling;calcium ion transmembrane transport		
dp_gene321	hypothetical protein DAPPUDRAFT_325982	cytoplasm;glutathione transferase activity;glutathione metabolic process		
dp_gene322	hypothetical protein DAPPUDRAFT_317120			
dp_gene323	tRNA selenocysteine 1-associated 1	nucleotide binding;nucleic acid binding		
dp_gene324	Friend of PRMT1			
dp_gene325	Timeless			
dp_gene326	hypothetical protein DAPPUDRAFT_254099			
dp_gene327	hypothetical protein DAPPUDRAFT_254099			
dp_gene328	potassium voltage-gated channel Shaw isoform X1	voltage-gated potassium channel complex;delayed rectifier potassium channel activity;sleep;regulation of ion transmembrane transport;protein homooligomerization;potassium ion transmembrane transport		
dp_gene329	DDB1- and CUL4-associated factor 13	nucleolus;small-subunit processome;Cul4-RING E3 ubiquitin ligase complex;maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)		
dp_gene330	Guanine nucleotide-binding subunit gamma-e	heterotrimeric G-protein complex;signal transducer activity;G-protein coupled receptor signaling pathway		
